parcelnum2,owner,address,scity,szip,usecode,usedesc,zoning,yearbuilt,numunits,parvaltype,improvval,landval,parval,saleprice,saledate,owntype,owner2,mailadd,careof,mail_addno,mail_addpr,mail_addst,mail_unit,mail_city,mail_state,mail_zip,saddno,saddpref,saddstr,sunit,address_so,legaldesc,census_tra,census_blo,recrdarean,sqft,lbcs_activ,lbcs_acti2,lbcs_funct,lbcs_func2,lbcs_struc,lbcs_stru2,lbcs_site,lbcs_site_,lbcs_owner,lbcs_owne2,apn,taxrateare,taxratecit,agencyclas,agencyname,agencytype,usecode_2,roll_year,roll_persp,roll_fixtu,roll_homeo,roll_reale,roll_pers2,roll_fixt2,roll_landb,roll_impba,spatialcha,parcelcrea,parceltype,assr_map,assr_index,qualitycla,qualitycl2,designtype,designtyp2,yearbuilt2,effectivey,effective2,bedrooms1,bathrooms1,units2,bedrooms2,bathrooms2,sqftmain2,tra,agency_num,land_roll_,imp_curren,tax_stat_k,year_sold_,hazard_cit,hazard_inf,partial_in,doc_reason,pp_key,pp_value,pp_exempti,fixture_va,num_howmow,homeowner_,real_estat,last_sale_,recording_,land_base_,imp_base_y,land_base2,imp_base_v,cluster_lo,cluster_ty,cluster_ap,land_reaso,impairment,ddt_amount,landlord_r,landlord_u,document_k,document_n,sale_two_a,sale_two_d,sale_three,sale_thre2,bd1_subpar,bd1_design,bd1_qualit,bd1_bedroo,bd1_baths,bd1_year_c,bd1_unit_c,bd1_rcn_ma,bd2_subpar,bd2_design,bd2_qualit,bd2_year_b,bd2_units,bd2_bedroo,bd2_baths,bd2_square,bd2_year_c,bd2_unit_c,bd2_rcn_ma,bd3_subpar,bd3_year_b,bd3_units,bd3_bedroo,bd3_baths,bd3_square,bd3_year_c,bd3_unit_c,bd3_rcn_ma,bd4_subpar,bd4_year_b,bd4_units,bd4_bedroo,bd4_baths,bd4_square,bd4_year_c,bd4_unit_c,bd4_rcn_ma,bd5_subpar,bd5_year_b,bd5_units,bd5_bedroo,bd5_baths,bd5_square,bd5_year_c,bd5_unit_c,bd5_rcn_ma,ll_gisacre,ll_gissqft,lat2,lon2,geometry
4227018013,WALKER VENICE PROPERTIES LLC,101 W WASHINGTON BLVD,LOS ANGELES,90015-3512,1210,Commercial Store Combination,LAC4,NA,0,CURRENT,29649,185255,214904,0,NA,3,NA,5417 GODBEY DR,NA,05417,NA,GODBEY DR,NA,LA CANADA,CA,91011,101,W,WASHINGTON,NA,county;accuzip,SHORT LINE BEACH VENICE CANAL SUB # 1 LOT 58 BLK 29,06037273902,060372739022,1226,1226,2100,Shopping,2100,Retail sales or service,2000,Commercial buildings and other specialized structures,6000,Developed site with buildings,NA,NA,4227-018-013,00067,LOS ANGELES,NA,NA,NA,12,2020,0,0,0,0,0,0,1975,1975,NA,NA,0,4227-018,4227-NDX,D5,D5A,1210,1100,0,1940,1948,0,0,0,0,0,984,00067,000000,2022,2022,0,0000,NA,0000000000,000,R,5,0,0,0,0,0,0,1,NA,1975,1975,104771,16775,25,6,90,B,00000,0,2020,8,1,1909117,0,NA,0,NA,0102,1210,D5,0,0,1976,0,21050,0202,1100,D5A,0,0,0,0,984,1976,0,14750,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.06099,2658,33.980004,-118.465556,"list(list(c(-118.465402123961, -118.465452389501, -118.465709902328, -118.465659669357, -118.465402123961, 33.9800460675649, 33.9801105868073, 33.9799618435007, 33.9798972692826, 33.9800460675649)))"
4226023013,"MCDEMAS,CONSTANTINE TR MARY MCDEMAS DECD TRUST",31 WASHINGTON BLVD,MARINA DEL REY,90292-5123,1210,Commercial Store Combination,LAC4,NA,0,CURRENT,79449,199577,279026,9,NA,3,NA,10230 VANALDEN AVE,NA,10230,NA,VANALDEN AVE,NA,NORTHRIDGE,CA,91324,31,NA,WASHINGTON,NA,county;accuzip,SHORT LINE BEACH SUB # 3 EX OF ST LOT 14 BLK 24,06037273902,060372739023,1962,1962,2100,Shopping,2100,Retail sales or service,2000,Commercial buildings and other specialized structures,6000,Developed site with buildings,NA,NA,4226-023-013,00067,LOS ANGELES,0,NA,NA,12,2020,0,0,0,0,0,0,1975,1975,NA,NA,0,4226-023,4226-NDX,D55A,NA,1210,NA,NA,1960,NA,0,0,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,R,5,0,0,0,0,0,0,1,NA,1975,1975,115128,45839,25,6,90,B,00000,9,2020,3,1,0269118,0,NA,0,NA,0101,1210,D55A,0,0,1976,0,30940,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.04335,1889,33.979724,-118.466135,"list(list(c(-118.466035491598, -118.466153711221, -118.466235021799, -118.466116834935, -118.466035491598, 33.9796761583783, 33.9798184554152, 33.9797714834628, 33.9796291589005, 33.9796761583783)))"
4225005072,"PORTNOY,CARYL TR PORTNOY WORTH TRUST",3401 PACIFIC AVE # 1A,MARINA DEL REY,90292-7808,170C,Commercial Office Buildings,LAC2,1984,1,CURRENT,302603,234267,536870,9,NA,3,NA,12456 SANFORD ST,NA,12456,NA,SANFORD ST,NA,LOS ANGELES,CA,90066,3401,NA,PACIFIC,NA,county;accuzip,P M 168-49-50 LOT A CONDOMINIUMUNIT 1,06037274202,060372742024,1535,1535,2300,Office,2000,General sales or services,2100,Office or bank building,6000,Developed site with buildings,NA,NA,4225-005-072,00067,LOS ANGELES,NA,NA,NA,17,2020,0,0,0,0,0,0,1984,1984,NA,NA,1,4225-005,4225-NDX,D8,NA,1700,NA,NA,1984,NA,0,1,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,U,NA,0,0,0,0,0,0,1,NA,1984,1984,120000,155000,07,4,99,T,00000,9,0,0,1,0840402,0,NA,0,NA,0101,1700,D8,0,1,1985,0,0,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.14762,6433,33.977865,-118.464462,"list(list(c(-118.464439984702, -118.464440644491, -118.464440976409, -118.464441304185, -118.464441634013, -118.464441963831, -118.464442590417, -118.464442953219, -118.464443612751, -118.464444272263, -118.464444601967, -118.46444526147, -118.46444592084, -118.464446250534, -118.464446578148, -118.464446907842, -118.46444723956, -118.464447929728, -118.464448555961, -118.464449027688, -118.464449365524, -118.464450172986, -118.464450411899, -118.464450500467, -118.464450829999, -118.464451128628, 
-118.464451456099, -118.464452115154, -118.464452446738, -118.464453072667, -118.464453533876, -118.464453885971, -118.464455609211, -118.46445593652, -118.464456232926, -118.464456562296, -118.464456858701, -118.464457519379, -118.464457811652, -118.464458408415, -118.464459034048, -118.464459139012, -118.464459326283, -118.464459953844, -118.464460252158, -118.464460548411, -118.46446176636, -118.464462060532, -118.464462356766, -118.464462951172, -118.464463056107, -118.464463543516, -118.464464133779, 
-118.464464989221, -118.464465285303, -118.464465846581, -118.464466140601, -118.464466701861, -118.46446699381, -118.464467258988, -118.464467818044, -118.464468377089, -118.464468636045, -118.464468934064, -118.464469201161, -118.464648194267, -118.464492759858, -118.464276043789, -118.464400802914, -118.464401037377, -118.464401435622, -118.464401634754, -118.464401833866, -118.464402039163, -118.464402435194, -118.464402526366, -118.464402781339, -118.464403291333, -118.46440372447, -118.464404360719, 
-118.464404387642, -118.464404588664, -118.464405054775, -118.464405282625, -118.464405326145, -118.46440812983, -118.4644104125, -118.464410557442, -118.46441283076, -118.464413329236, -118.464413887533, -118.464414156412, -118.464414749764, -118.464414985497, -118.464415276967, -118.464415841419, -118.464416108094, -118.464416401597, -118.464418718314, -118.464419313403, -118.464419908473, -118.464420205946, -118.464420532309, -118.464420798812, -118.46442186472, -118.46442512761, -118.464426387078, 
-118.4644273098, -118.464427640085, -118.464428597843, -118.464429225296, -118.464429885724, -118.464430184934, -118.464430513025, -118.464430843177, -118.464431171277, -118.46443180062, -118.464432130734, -118.464432462918, -118.464432793041, -118.46443293746, -118.464433119004, -118.464433418176, -118.464434078327, -118.46443473844, -118.46443506844, -118.464435398439, -118.464437378368, -118.464437708339, -118.464438368195, -118.464438700198, -118.464438995038, -118.464439327042, -118.464439553843, 
-118.464439654856, -118.464439984702, 33.9780028977972, 33.9780029158756, 33.9780029180373, 33.9780029167801, 33.9780029137976, 33.9780029090977, 33.9780028878027, 33.9780028829763, 33.9780028546853, 33.9780028229595, 33.9780027976509, 33.9780027642077, 33.9780027067212, 33.9780026796952, 33.9780026492424, 33.9780026222166, 33.9780025883132, 33.978002508382, 33.9780024235437, 33.9780023581898, 33.978002312241, 33.9780021940766, 33.9780021536595, 33.9780021395804, 33.978002083359, 33.9780020306909, 
33.9780019744773, 33.978001860317, 33.9780018023703, 33.9780016625757, 33.9780015594788, 33.9780014825618, 33.9780010757927, 33.9780009903836, 33.9780009085279, 33.9780008231109, 33.9780007412552, 33.9780005480872, 33.9780004645299, 33.9780002698898, 33.9780000768562, 33.9780000455401, 33.9779999864294, 33.9779997693446, 33.9779996600028, 33.9779995506689, 33.9779991046199, 33.9779989918591, 33.9779988790905, 33.9779986312193, 33.9779985947509, 33.9779983833559, 33.9779981320658, 33.9779977440821, 
33.9779976038353, 33.9779973303298, 33.9779971900909, 33.9779969131506, 33.9779967712022, 33.9779966345088, 33.9779963318157, 33.9779960274051, 33.9779958838659, 33.9779957212851, 33.977995558823, 33.977892156579, 33.9777117230163, 33.977840879858, 33.9779857364725, 33.9779860086433, 33.9779864467757, 33.9779866675593, 33.9779868849081, 33.9779871022332, 33.9779875128953, 33.9779875966993, 33.9779878498997, 33.9779883648875, 33.9779887754073, 33.9779893809341, 33.9779894031574, 33.9779895930201, 
33.9779900016961, 33.9779901966082, 33.9779902376594, 33.9779924681408, 33.9779940548701, 33.9779941693815, 33.9779955569257, 33.9779958538451, 33.9779961574048, 33.9779963160937, 33.9779966212364, 33.9779967508562, 33.9779968940017, 33.9779971923854, 33.9779973253215, 33.9779974633069, 33.9779984986133, 33.9779987453569, 33.9779989886658, 33.9779990991572, 33.9779992146901, 33.9779993167132, 33.9779997059144, 33.9780007290046, 33.9780010779626, 33.9780012976883, 33.9780013771403, 33.9780015950141, 
33.9780017300012, 33.9780018631443, 33.9780019152368, 33.9780019706533, 33.9780020260619, 33.9780020831957, 33.978002187262, 33.978002235801, 33.9780022860496, 33.978002336306, 33.9780023563611, 33.9780023797087, 33.9780024249316, 33.9780025082706, 33.97800258474, 33.9780026126705, 33.9780026406009, 33.9780027961617, 33.97800281894, 33.97800284904, 33.9780028666582, 33.9780028741145, 33.9780028917326, 33.9780028977324, 33.978002897345, 33.9780028977972)))"
4226023011,"BALLARD,ROY",23 WASHINGTON BLVD,MARINA DEL REY,90292-5123,1100,Commercial Stores,LAC4,1992,1,CURRENT,138442,173245,311687,0,NA,3,NA,27355 SCHULTE RD,NA,27355,NA,SCHULTE RD,NA,CARMEL,CA,93923,23,NA,WASHINGTON,NA,county;accuzip,SHORT LINE BEACH SUB # 3 EX OF ST LOT 12 BLK 24,06037273902,060372739023,1507,1507,2100,Shopping,2100,Retail sales or service,2200,Store or shop building,6000,Developed site with buildings,NA,NA,4226-023-011,00067,LOS ANGELES,0,NA,NA,11,2020,0,0,0,0,0,0,1975,1993,NA,NA,0,4226-023,4226-NDX,D6A,NA,1101,NA,NA,1992,NA,0,0,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,Y,NA,0,0,0,0,0,0,1,NA,1975,1993,75000,84750,25,6,90,B,00000,0,1993,1,1,0088130,0,NA,0,NA,0101,1101,D6A,0,0,1993,0,0,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.04333,1888,33.979630,-118.466298,"list(list(c(-118.466198145656, -118.466316332286, -118.466397642681, -118.466279455979, -118.466198145656, 33.9795822419292, 33.9797245114553, 33.9796775393928, 33.9795352699464, 33.9795822419292)))"
4226023015,"RUFFALO,CLAUDE A AND",37 WASHINGTON BLVD,MARINA DEL REY,90292-5123,2100,"Commercial Restaurants, Cocktail Lounges",LAC4,1971,0,CURRENT,452727,1328007,1780734,1475014,NA,3,"BATES,LOREE M",21010 WAVEVIEW DR,NA,21010,NA,WAVEVIEW DR,NA,TOPANGA,CA,90290,37,NA,WASHINGTON,NA,county;accuzip,SHORT LINE BEACH SUB # 3 EX OF ST LOT 16 BLK 24,06037273902,060372739023,1560,1560,2200,Restaurant-type activity,2500,Food services,2220,Restaurant building,6000,Developed site with buildings,NA,NA,4226-023-015,00067,LOS ANGELES,0,NA,NA,21,2020,0,0,0,0,0,0,2011,2011,NA,NA,0,4226-023,4226-NDX,DX,NA,2100,NA,NA,1975,NA,0,0,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,A,NA,0,0,0,0,0,0,1,NA,2011,2011,1100000,375000,25,6,90,T,00000,1475014,1999,0,1,1938569,0,NA,0,NA,0101,2100,DX,0,0,1976,0,0,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.04336,1889,33.979818,-118.465973,"list(list(c(-118.465872837325, -118.465991056957, -118.466072400397, -118.465954181, -118.465872837325, 33.9797701020851, 33.9799124267597, 33.9798653998343, 33.9797231301957, 33.9797701020851)))"
4239019021,1036 NORTH HIGHLAND MANAGEMENT LLC,685 WESTMINSTER AVE,VENICE,90291-3447,7100,Institutional Churches,LARD1.5,1967,1,CURRENT,408000,8627160,9035160,6628066,NA,3,NA,5700 WILSHIRE BLVD STE 460,C/O LEE J POLSTER,05700,NA,WILSHIRE BLVD,STE 460,LOS ANGELES,CA,90036,685,NA,WESTMINSTER,NA,county;accuzip,"OCEAN PARK VILLA TRACT LOTS 23,24, 25,26 AND LOT 27 BLK L",06037273200,060372732004,12311,12311,6600,"Social, cultural, or religious assembly",6600,Religious institutions,3500,"Churches, synagogues, temples, mosques, etc.",6000,Developed site with buildings,NA,NA,4239-019-021,00067,LOS ANGELES,NA,NA,NA,71,2020,0,0,0,0,0,0,2017,2017,NA,NA,0,4239-019,4239-NDX,DX,NA,7100,NA,NA,1967,NA,0,0,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,A,NA,0,0,0,0,0,0,1,NA,2021,2021,8458000,400000,25,6,90,T,00000,6628066,1999,0,1,1387149,0,NA,0,NA,0101,7100,DX,0,0,1975,0,242430,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.66913,29160,33.995383,-118.465437,"list(list(c(-118.464988763017, -118.465265751772, -118.465420354684, -118.465531602954, -118.465642883903, -118.465754164694, -118.46586541249, -118.465634508056, -118.4655232605, -118.465411946805, -118.465300665943, -118.465189385075, -118.464988763017, 33.9954108087304, 33.9956884898959, 33.9956063665074, 33.995547299349, 33.9954882044825, 33.995429109513, 33.9953700420453, 33.9950680312858, 33.9951270985405, 33.9951861659457, 33.995245233121, 33.9953043276713, 33.9954108087304)))"
4239019017,"CARTY,JAMES F TR JAMES F CARTY TRUST",618 S BROADWAY,LOS ANGELES,90014-1807,0200,Residential Two Units,LARD1.5,1953,2,CURRENT,79039,616295,695334,9,NA,3,NA,0 PO BOX 1879,NA,00000,NA,PO BOX 1879,NA,SANTA MONICA,CA,90406,618,S,BROADWAY,NA,county;accuzip,OCEAN PARK VILLA TRACT LOT 18 BLK L,06037273200,060372732004,1440,1440,1100,Household,1100,Private household,1202,Multifamily structures: Two Units,6000,Developed site with buildings,NA,NA,4239-019-017,00067,LOS ANGELES,NA,NA,NA,02,2020,0,0,0,0,0,0,2004,2004,NA,NA,0,4239-019,4239-NDX,D55,NA,0200,NA,NA,1953,NA,3,2,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,S,NA,0,0,0,0,0,0,1,NA,2004,2004,460000,59000,07,4,06,T,00000,9,2020,2,1,0764654,0,NA,0,NA,0101,0200,D55,3,2,1975,0,17740,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.11927,5198,33.994746,-118.467501,"list(list(c(-118.467329759572, -118.467560301729, -118.467671580409, -118.467440972186, -118.467329759572, 33.9946248929898, 33.9949261325321, 33.9948670357866, 33.9945658241896, 33.9946248929898)))"
4240007007,"LEE,LEO Y TR LEE FAMILY TRUST",419 ROSE AVE,VENICE,90291-2629,1210,Commercial Store Combination,LAC4,1924,4,CURRENT,446206,2844571,3290777,2950029,NA,3,NA,3010 WILSHIRE BLVD UNIT 206,NA,03010,NA,WILSHIRE BLVD,UNIT 206,LOS ANGELES,CA,90010,419,NA,ROSE,NA,county;accuzip,TRACT # 6622 LOT 46,06037273300,060372733001,1348,1348,2100,Shopping,2100,Retail sales or service,2000,Commercial buildings and other specialized structures,6000,Developed site with buildings,NA,NA,4240-007-007,00067,LOS ANGELES,NA,NA,NA,12,2020,0,0,0,0,0,0,2016,2016,NA,NA,0,4240-007,4240-NDX,D55,NA,0400,NA,NA,1936,NA,2,4,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,A,NA,0,0,0,0,0,0,1,NA,2016,2016,2550000,400000,25,6,96,T,00000,2950029,2020,2,1,0503918,0,NA,0,NA,0101,0400,D55,2,4,1976,0,24240,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.06672,2908,33.998048,-118.474656,"list(list(c(-118.474664365486, -118.474745292509, -118.474814862076, -118.474566971372, -118.47449743505, -118.474664365486, 33.9981094016396, 33.9981902019494, 33.9981533000465, 33.9979057531016, 33.9979426822104, 33.9981094016396)))"
4240014028,"VALENTINE,MICHEL W TR MICHEL W VALENTINE TRUST",615 W 6TH ST,LOS ANGELES,90017-3201,0200,Residential Two Units,LARD1.5,1912,2,CURRENT,2358843,2144404,4503247,4200042,NA,3,NA,16704 VIA PACIFICA,NA,16704,NA,VIA PACIFICA,NA,PACIFIC PALISADES,CA,90272,615,W,6TH,NA,county;accuzip,SEA GIRT TRACT LOT 27 BLK 6,06037273300,060372733001,6850,6850,1100,Household,1100,Private household,1202,Multifamily structures: Two Units,6000,Developed site with buildings,NA,NA,4240-014-028,00067,LOS ANGELES,NA,NA,NA,02,2020,0,0,7000,0,0,0,2018,2018,NA,NA,0,4240-014,4240-NDX,DX,NA,0230,NA,NA,2016,NA,6,7,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,A,NA,0,0,0,1,7000,0,1,NA,2018,2018,2000000,2200000,07,4,06,T,00000,4200042,2020,0,1,0247067,0,NA,0,NA,0101,0230,DX,6,7,1984,0,0,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.13007,5668,33.997110,-118.470510,"list(list(c(-118.470285261791, -118.470359678379, -118.470735326325, -118.470660909631, -118.470285261791, 33.9971606286046, 33.9972579993102, 33.9970586929174, 33.9969613499216, 33.9971606286046)))"
4240007008,425 ROSE MARKET INC,425 ROSE AVE,VENICE,90291-2629,1100,Commercial Stores,LAC4,1929,3,CURRENT,312530,1740120,2052650,9,NA,3,NA,12210 VENICE BLVD,NA,12210,NA,VENICE BLVD,NA,LOS ANGELES,CA,90066,425,NA,ROSE,NA,county;accuzip,TRACT # 6622 SE 78.67 FT OF LOT 47 MEASURED ON NE AND SW LINES OF SD LOT AND SE 78.67 FT MEASURED ON SW LINE OF LOT 48,06037273300,060372733001,2858,2858,2100,Shopping,2100,Retail sales or service,2200,Store or shop building,6000,Developed site with buildings,NA,NA,4240-007-008,00067,LOS ANGELES,NA,NA,NA,11,2020,0,0,0,0,0,0,2003,2003,NA,NA,0,4240-007,4240-NDX,D55C,NA,1100,NA,NA,1940,NA,0,0,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,S,NA,0,0,0,0,0,0,1,NA,2003,2003,1378300,247551,25,6,90,T,00000,9,0,0,1,0994114,0,NA,0,NA,0101,1100,D55C,0,0,1976,0,51110,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.14504,6321,33.998083,-118.474465,"list(list(c(-118.474427865674, -118.474257774122, -118.474264612908, -118.474266261245, -118.474268071303, -118.474274359188, -118.474280057236, -118.474285850057, -118.474290038174, -118.474296896694, -118.474298061106, -118.474306271251, -118.474314587813, -118.474322265322, -118.474323041866, -118.474323698298, -118.47433160856, -118.474340378924, -118.474349232818, -118.474357762639, -118.474358253178, -118.474367357195, -118.474376596642, -118.474377130484, -118.474385739778, -118.474385959079, 
-118.474394443302, -118.474395425879, -118.474403243048, -118.474403878024, -118.474407646554, -118.474414668446, -118.474424499907, -118.474441759208, -118.474447734299, -118.474454523302, -118.474464701954, -118.474472103902, -118.474594828881, -118.474664365486, -118.47449743505, -118.474427865674, 33.9979796114081, 33.9980699132711, 33.9980766565877, 33.9980782490575, 33.9980799971796, 33.998085952637, 33.9980911633233, 33.9980963598989, 33.9981000222266, 33.9981058809903, 33.998106860516, 33.9981136225052, 
33.9981202415308, 33.9981261640661, 33.9981267432327, 33.9981272318461, 33.9981331088164, 33.9981393911656, 33.9981454945748, 33.9981511750484, 33.9981514994384, 33.9981573476881, 33.9981630786218, 33.9981634028421, 33.9981685523182, 33.9981686802663, 33.9981735915095, 33.9981741406726, 33.9981785083861, 33.9981788493845, 33.99818088008, 33.9981846377864, 33.9981896777105, 33.9981980632843, 33.9982008547433, 33.9982039057803, 33.9982083535472, 33.998211496641, 33.9981463033262, 33.9981094016396, 
33.9979426822104, 33.9979796114081)))"
4240014027,RIF INVESTMENTS 2 LLC,607 E 6TH ST,LOS ANGELES,90021-1011,0300,Residential Three Units (Any Combination),LARD1.5,1954,3,CURRENT,206113,1154235,1360348,9,NA,3,6TH STREET PROPERTY ONE LLC,242 COMSTOCK AVE,NA,00242,NA,COMSTOCK AVE,NA,LOS ANGELES,CA,90024,607,E,6TH,NA,county;accuzip,SEA GIRT TRACT LOT 26 BLK 6,06037273300,060372733001,1872,1872,1100,Household,1100,Private household,1203,Multifamily structures: Three Units,6000,Developed site with buildings,NA,NA,4240-014-027,00067,LOS ANGELES,NA,NA,NA,03,2020,0,0,0,0,0,0,2020,2020,NA,NA,0,4240-014,4240-NDX,D55,NA,0300,NA,NA,1955,NA,5,3,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,S,NA,0,0,0,0,0,0,1,NA,2020,2020,1120000,200000,07,4,06,T,00000,9,2020,3,1,0694131,0,NA,0,NA,0101,0300,D55,5,3,1975,0,23880,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.13008,5669,33.997207,-118.470585,"list(list(c(-118.470359678379, -118.470434094987, -118.47080977634, -118.470735326325, -118.470359678379, 33.9972579993102, 33.9973553424932, 33.9971560632187, 33.9970586929174, 33.9972579993102)))"
4240003011,"MUELLER,INGE B",226 W 6TH ST,LOS ANGELES,90014-1802,0100,Residential Single,LARD2,1940,1,CURRENT,119712,478871,598583,9,NA,3,NA,226 6TH AVE,NA,00226,NA,6TH AVE,NA,VENICE,CA,90291,226,W,6TH,NA,county;accuzip,TRACT # 6622 LOT 187,06037273200,060372732001,856,856,1100,Household,1100,Private household,1100,Single-family buildings,6000,Developed site with buildings,NA,NA,4240-003-011,00067,LOS ANGELES,NA,NA,NA,01,2020,0,0,7000,0,0,0,2002,2002,NA,NA,0,4240-003,4240-NDX,D55B,NA,0110,NA,NA,1944,NA,2,1,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,S,NA,0,0,0,1,7000,0,1,NA,2002,2002,344000,86000,07,1,25,T,00000,9,0,0,1,0528635,0,NA,0,NA,0101,0110,D55B,2,1,1978,2200,18830,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.09689,4222,34.000191,-118.472755,"list(list(c(-118.472569397067, -118.472658088996, -118.472939832138, -118.472851140069, -118.472569397067, 34.0002211500672, 34.0003099731677, 34.0001603775523, 34.0000715546602, 34.0002211500672)))"
4240014032,"GREGORY,RUSTY TR ET AL RUSTY GREGORY TRUST AND",621 W 6TH ST,LOS ANGELES,90017-3201,0200,Residential Two Units,LARD1.5,1922,1,CURRENT,750849,1501703,2252552,9,NA,3,"GREGORY,BONNIE TR GREGORY TRUST",0 PO BOX 24,NA,00000,NA,PO BOX 24,NA,MAMMOTH LAKES,CA,93546,621,W,6TH,NA,county;accuzip,SEA GIRT TRACT NE 105 FT OF LOT 30 BLK 6,06037273300,060372733001,660,660,1100,Household,1100,Private household,1202,Multifamily structures: Two Units,6000,Developed site with buildings,NA,NA,4240-014-032,00067,LOS ANGELES,NA,NA,NA,02,2020,0,0,0,0,0,0,2014,2014,NA,NA,0,4240-014,4240-NDX,D7A,D55B,0110,0110,1940,1924,1968,2,1,1,3,2,1809,00067,000000,2022,2022,0,0000,NA,0000000000,000,U,NA,0,0,0,0,0,0,1,NA,2014,2014,1300000,650000,07,4,06,T,00000,9,2020,3,1,0795662,0,NA,0,NA,0102,0110,D7A,2,1,1975,1380,7730,0202,0110,D55B,1940,1,3,2,1809,1975,1290,11930,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.10117,4409,33.996840,-118.470245,"list(list(c(-118.470061980387, -118.470136396454, -118.470428592285, -118.47035417617, -118.470061980387, 33.9968685713055, 33.9969659421444, 33.9968109266036, 33.996713583423, 33.9968685713055)))"
4286030001,JEWISH FEDERATION COUNCIL,201 OCEAN FRONT WALK,VENICE,90291-2408,1010,Commercial Commercial,LAC1,NA,1,CURRENT,7898,758801,766699,9,NA,3,NA,6505 WILSHIRE BLVD STE 800,NA,06505,NA,WILSHIRE BLVD,STE 800,LOS ANGELES,CA,90048,201,NA,OCEAN FRONT,NA,county;accuzip,GOLDEN BAY TRACT LOT 195 BLK 2,06037273402,060372734022,3497,3497,2000,"Shopping, business, or trade",2000,General sales or services,2000,Commercial buildings and other specialized structures,6000,Developed site with buildings,NA,NA,4286-030-001,00067,LOS ANGELES,NA,NA,NA,10,2020,0,0,0,743960,0,0,1994,1995,NA,NA,0,4286-030,4286-NDX,D55,NA,1010,NA,NA,1930,NA,0,0,NA,NA,NA,NA,00067,000000,2022,2022,0,0000,NA,0000000000,000,A,NA,0,0,0,0,0,0,1,NA,1994,1995,470000,5000,25,6,90,T,00000,9,2007,1,1,1126962,0,NA,0,NA,0101,1010,D55,0,0,1976,0,55920,0000,NA,NA,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0000,0,0,0,0,0,0,0,0,0.08722,3801,33.995273,-118.480738,"list(list(c(-118.480561679654, -118.480633111081, -118.480913832004, -118.480844043529, -118.480561679654, 33.9953273594999, 33.9954029176131, 33.9952188494274, 33.9951421583268, 33.9953273594999)))"
